instance,Concorde:status,Concorde:wall_seconds,Concorde:result,Concorde:branches,P0:status,P0:successful_repeats,P0:result,B4:status,B4:successful_repeats,B4:result,result_match,P0:matches_reference,B4:matches_reference,P0:wall_vs_Concorde_symmetric_change,B4:wall_vs_Concorde_symmetric_change,P0:wall_seconds,B4:wall_seconds,symmetric_change:wall_seconds,P0:branches,B4:branches,symmetric_change:branches
eil76.tsp,ok,0.06010119989514351,538.0,1.0,ok,1,538.0,ok,1,538.0,True,True,True,8.635567022801855,2.6833589707941212,0.5791091397404671,0.22137429378926754,-1.615972838706094,132106.0,51579.0,-1.5612361620039161
fri26.tsp,ok,0.027558738365769386,937.0,1.0,ok,1,937.0,ok,1,937.0,True,True,True,-3.413304745481917,-2.7615365684622977,0.006244467571377754,0.007326457649469376,0.17327179070495125,1.0,1.0,0.0
gr17.tsp,ok,0.016620619222521782,2085.0,1.0,ok,1,2085.0,ok,1,2085.0,True,True,True,-0.5372716306355632,0.18834204645972208,0.010811764746904373,0.01975098066031933,0.826804515513939,1.0,1.0,0.0
gr21.tsp,ok,0.012220339849591255,2707.0,1.0,ok,1,2707.0,ok,1,2707.0,True,True,True,-0.644261140170628,-0.282381338466446,0.007432116195559502,0.009529411792755127,0.28219359627998086,1.0,1.0,0.0
gr24.tsp,ok,0.02609829418361187,1272.0,1.0,ok,1,1272.0,ok,1,1272.0,True,True,True,-1.4725300710290914,-1.5549682092666868,0.010555298998951912,0.010214723646640778,-0.03334161198018659,1.0,1.0,0.0
gr48.tsp,ok,0.07980214431881905,5046.0,1.0,ok,1,5046.0,ok,1,5046.0,True,True,True,2.3696336779601084,15.075083705910703,0.2689039930701256,1.2828261498361826,3.770573077736497,125818.0,759558.0,5.036958145893275
gr96.tsp,ok,0.22688710503280163,55209.0,1.0,ok,1,55209.0,ok,1,55209.0,True,True,True,33.79782849041467,478.4137008349796,7.895178567618132,108.77278669551015,12.777115459001635,2490722.0,34090783.0,12.687108798171774
hk48.tsp,ok,0.04629971645772457,11461.0,1.0,ok,1,11461.0,ok,1,11461.0,True,True,True,-0.673005771025232,-0.32113919248999756,0.027674570679664612,0.03504529781639576,0.2663357355041893,44.0,58.0,0.3181818181818181
kroA100.tsp,ok,0.11194410920143127,21282.0,1.0,ok,1,21282.0,ok,1,21282.0,True,True,True,7111.758991866426,2046.7510668135608,796.2314693089575,229.23366904072464,-2.473449047170739,192614325.0,63744275.0,-2.021672534513884
kroC100.tsp,ok,0.10108034498989582,20749.0,1.0,ok,1,20749.0,ok,1,20749.0,True,True,True,392.23860174425766,22.662649210810006,39.74869352765381,2.3918287456035614,-15.618536590763945,11756617.0,575795.0,-19.418060247136566
kroD100.tsp,ok,0.13640364445745945,21294.0,1.0,ok,1,21294.0,ok,1,21294.0,True,True,True,3273.3185997668834,94.09960116834982,446.6289901230484,12.971932185813785,-33.43041358260304,129214031.0,3618925.0,-34.705086731557024
lin105.tsp,ok,0.09114335291087627,14379.0,1.0,ok,1,14379.0,ok,1,14379.0,True,True,True,1.0889684229499932,1.0987331352157264,0.19039558619260788,0.19128557480871677,0.004674418319805751,348.0,235.0,-0.48085106382978715
pr124.tsp,ok,0.451222188770771,59030.0,1.0,ok,1,59030.0,ok,1,59030.0,True,True,True,6.837489940270649,30.157267392530866,3.5364493653178215,14.058850388973951,2.9754140203023884,660814.0,2855093.0,3.3205697821172073
rat99.tsp,ok,1.1524219159036875,1211.0,1.0,ok,1,1211.0,ok,1,1211.0,True,True,True,-1.117233027130498,2.6715879146336095,0.5443056579679251,4.231218378990889,6.773607194875469,91741.0,1328273.0,13.478510153584548
rd100.tsp,ok,0.09190729446709156,7910.0,1.0,ok,1,7910.0,ok,1,7910.0,True,True,True,22.122539514886938,11.79656365394654,2.125130048021674,1.1760975439101458,-0.8069334971624045,525879.0,230454.0,-1.2819261110677185
st70.tsp,ok,0.06602468341588974,675.0,1.0,ok,1,675.0,ok,1,675.0,True,True,True,335.76104804245426,22.97301542494806,22.234541583806276,1.582810753956437,-13.047504749527514,8607708.0,525261.0,-15.387487363425041
swiss42.tsp,ok,0.03279697895050049,1273.0,1.0,ok,1,1273.0,ok,1,1273.0,True,True,True,-1.314943064299241,-0.015815698076816265,0.014167509973049164,0.032286347821354866,1.2789006595211965,8.0,7.0,-0.1428571428571428
ulysses16.tsp,ok,0.04721811227500439,6859.0,1.0,ok,1,6859.0,ok,1,6859.0,True,True,True,-2.1716777654400152,-1.516716636916167,0.014887424185872078,0.01876179128885269,0.260244287702726,1.0,1.0,0.0
wi29.tsp,ok,0.045293282717466354,27603.0,1.0,ok,1,27603.0,ok,1,27603.0,True,True,True,-3.3883222764963,-2.3923807110975446,0.010321320965886116,0.013351473957300186,0.2935818972619191,1.0,1.0,0.0
bier127.tsp,ok,0.20502866618335247,118282.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,
brg180.tsp,ok,0.20931491255760193,1950.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,
ch130.tsp,ok,0.21387781016528606,6110.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,
ch150.tsp,ok,0.3485230952501297,6528.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,
d198.tsp,ok,1.0058379471302032,15780.0,3.0,timeout,0,,timeout,0,,,,,,,,,,,,
gr120.tsp,ok,0.15817620046436787,6942.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,
gr137.tsp,ok,0.3418461326509714,69853.0,1.0,ok,1,69853.0,timeout,0,,,True,,933.1743057931262,,319.34387365728617,,,23991715.0,,
kroA150.tsp,ok,0.4832456335425377,26524.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,
kroB100.tsp,ok,0.18441025167703629,22141.0,1.0,timeout,0,,ok,1,22141.0,,,True,,136.16593238691172,,25.29480411298573,,,6730121.0,
kroB150.tsp,ok,0.4672635402530432,26130.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,
kroE100.tsp,ok,0.2567499540746212,22068.0,1.0,timeout,0,,ok,1,22068.0,,,True,,2248.6800665854225,,577.605253778398,,,150758345.0,
pr107.tsp,ok,0.16206598654389381,44303.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,
pr136.tsp,ok,0.5381354987621307,96772.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,
pr144.tsp,ok,0.2744617722928524,58537.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,
pr152.tsp,ok,0.8584825918078423,73682.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,
pr76.tsp,ok,0.21573120914399624,108159.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,
qa194.tsp,ok,0.4701696112751961,9352.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,
rat195.tsp,ok,2.8730149008333683,2323.0,3.0,timeout,0,,timeout,0,,,,,,,,,,,,
si175.tsp,ok,1.8025635667145252,21407.0,3.0,timeout,0,,timeout,0,,,,,,,,,,,,
u159.tsp,ok,0.1227664165198803,42080.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,
xqf131.tsp,ok,0.3606609869748354,564.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,
