instance,Concorde:status,Concorde:wall_seconds,Concorde:result,Concorde:branches,T1:status,T1:successful_repeats,T1:result,T3:status,T3:successful_repeats,T3:result,result_match,T1:matches_reference,T3:matches_reference,T1:wall_vs_Concorde_symmetric_change,T3:wall_vs_Concorde_symmetric_change,T1:wall_seconds,T3:wall_seconds,symmetric_change:wall_seconds,T1:branches,T3:branches,symmetric_change:branches
gr48.tsp,ok,0.07980214431881905,5046.0,1.0,ok,1,5046.0,ok,1,5046.0,True,True,True,2.6897213459700375,2.6797660085730723,0.2944476753473282,0.29365321807563305,-0.002705426750986728,82806.0,82695.0,-0.0013422818791946067
gr96.tsp,ok,0.22688710503280163,55209.0,1.0,ok,1,55209.0,ok,1,55209.0,True,True,True,38.09927788063956,37.949938480369696,8.871121967211366,8.8372387830168,-0.003834136999860238,2235986.0,2235986.0,0.0
hk48.tsp,ok,0.04629971645772457,11461.0,1.0,ok,1,11461.0,ok,1,11461.0,True,True,True,-0.17620089082285895,-0.8105708851674833,0.03936378285288811,0.02557188831269741,-0.5393381345773554,21.0,21.0,0.0
kroA100.tsp,ok,0.11194410920143127,21282.0,1.0,ok,1,21282.0,ok,1,21282.0,True,True,True,6902.824429243514,6905.652499829616,772.8424758147448,773.1590616572648,0.0004096382541425303,185831516.0,185821143.0,-5.582249593638622e-05
kroC100.tsp,ok,0.10108034498989582,20749.0,1.0,ok,1,20749.0,ok,1,20749.0,True,True,True,404.1600810524285,402.95506890667104,40.95372076891363,40.831917725503445,-0.0029830350910533543,11256721.0,11256652.0,-6.129708904456521e-06
kroD100.tsp,ok,0.13640364445745945,21294.0,1.0,ok,1,21294.0,ok,1,21294.0,True,True,True,3180.9555067065794,3219.1752102920027,434.03032761625946,439.2436344753951,0.01201138843860905,124355389.0,124354235.0,-9.279941290296634e-06
lin105.tsp,ok,0.09114335291087627,14379.0,1.0,ok,1,14379.0,ok,1,14379.0,True,True,True,1.2511291589804387,1.1358395077762165,0.2051754593849182,0.19466757401823997,-0.053978611587842895,77.0,77.0,0.0
pr124.tsp,ok,0.451222188770771,59030.0,1.0,ok,1,59030.0,ok,1,59030.0,True,True,True,11.109762101384437,11.782786143830052,5.464193360880017,5.76787674240768,0.05557698300024172,618453.0,618453.0,0.0
rat99.tsp,ok,1.1524219159036875,1211.0,1.0,ok,1,1211.0,ok,1,1211.0,True,True,True,-1.05055508334337,-0.9582639030523501,0.5620048567652702,0.5884916298091412,0.04712908211562583,44356.0,44356.0,0.0
rd100.tsp,ok,0.09190729446709156,7910.0,1.0,ok,1,7910.0,ok,1,7910.0,True,True,True,18.185636465289768,17.15631040133007,1.7632999401539564,1.6686973664909601,-0.05669246896573732,152174.0,151740.0,-0.002860155529194719
st70.tsp,ok,0.06602468341588974,675.0,1.0,ok,1,675.0,ok,1,675.0,True,True,True,129.57786830673135,127.06924872510109,8.62136241607368,8.45573160238564,-0.019587993266166226,3296814.0,3296890.0,2.305255922840921e-05
swiss42.tsp,ok,0.03279697895050049,1273.0,1.0,ok,1,1273.0,ok,1,1273.0,True,True,True,-0.1861695523606688,-0.8757835675646652,0.02764948643743992,0.01748441532254219,-0.581378955336995,6.0,6.0,0.0
ulysses16.tsp,ok,0.04721811227500439,6859.0,1.0,ok,1,6859.0,ok,1,6859.0,True,True,True,-1.6606510138012576,-1.6694774949106237,0.017746826633810997,0.017688147723674774,-0.003317414070308944,1.0,1.0,0.0
wi29.tsp,ok,0.045293282717466354,27603.0,1.0,ok,1,27603.0,ok,1,27603.0,True,True,True,-1.4394175568792735,-1.2177797072528298,0.018567252904176712,0.020422805100679398,0.0999368191987775,1.0,1.0,0.0
bier127.tsp,ok,0.20502866618335247,118282.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,
brg180.tsp,ok,0.20931491255760193,1950.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,
ch130.tsp,ok,0.21387781016528606,6110.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,
ch150.tsp,ok,0.3485230952501297,6528.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,
d198.tsp,ok,1.0058379471302032,15780.0,3.0,timeout,0,,timeout,0,,,,,,,,,,,,
gr120.tsp,ok,0.15817620046436787,6942.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,
kroA150.tsp,ok,0.4832456335425377,26524.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,
kroB100.tsp,ok,0.18441025167703629,22141.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,
kroB150.tsp,ok,0.4672635402530432,26130.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,
kroE100.tsp,ok,0.2567499540746212,22068.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,
pr107.tsp,ok,0.16206598654389381,44303.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,
pr136.tsp,ok,0.5381354987621307,96772.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,
pr144.tsp,ok,0.2744617722928524,58537.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,
pr152.tsp,ok,0.8584825918078423,73682.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,
pr76.tsp,ok,0.21573120914399624,108159.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,
qa194.tsp,ok,0.4701696112751961,9352.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,
rat195.tsp,ok,2.8730149008333683,2323.0,3.0,timeout,0,,timeout,0,,,,,,,,,,,,
si175.tsp,ok,1.8025635667145252,21407.0,3.0,timeout,0,,timeout,0,,,,,,,,,,,,
u159.tsp,ok,0.1227664165198803,42080.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,
xqf131.tsp,ok,0.3606609869748354,564.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,
