instance,Concorde:status,Concorde:wall_seconds,Concorde:result,Concorde:branches,P0:status,P0:successful_repeats,P0:result,H0:status,H0:successful_repeats,H0:result,result_match,P0:matches_reference,H0:matches_reference,P0:wall_vs_Concorde_symmetric_change,H0:wall_vs_Concorde_symmetric_change,P0:wall_seconds,H0:wall_seconds,symmetric_change:wall_seconds,P0:branches,H0:branches,symmetric_change:branches
ulysses16.tsp,ok,0.04721811227500439,6859.0,1.0,ok,1,6859.0,ok,1,6859.0,True,True,True,-2.1716777654400152,-1.5087991941766634,0.014887424185872078,0.018821001052856445,0.26422145415304743,1.0,6.0,5.0
wi29.tsp,ok,0.045293282717466354,27603.0,1.0,ok,1,27603.0,ok,1,27603.0,True,True,True,-3.3883222764963,-1.1201818934510475,0.010321320965886116,0.021362923085689545,1.0697857528409371,1.0,1255.0,1254.0
bier127.tsp,ok,0.20502866618335247,118282.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,
brg180.tsp,ok,0.20931491255760193,1950.0,1.0,timeout,0,,ok,1,1950.0,,,True,,455.48217530205625,,95.54852660745382,,,2405324.0,
ch130.tsp,ok,0.21387781016528606,6110.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,
ch150.tsp,ok,0.3485230952501297,6528.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,
d198.tsp,ok,1.0058379471302032,15780.0,3.0,timeout,0,,timeout,0,,,,,,,,,,,,
gr120.tsp,ok,0.15817620046436787,6942.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,
kroA100.tsp,ok,0.11194410920143127,21282.0,1.0,ok,1,21282.0,timeout,0,,,True,,7111.758991866426,,796.2314693089575,,,192614325.0,,
kroA150.tsp,ok,0.4832456335425377,26524.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,
kroB100.tsp,ok,0.18441025167703629,22141.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,
kroB150.tsp,ok,0.4672635402530432,26130.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,
kroD100.tsp,ok,0.13640364445745945,21294.0,1.0,ok,1,21294.0,timeout,0,,,True,,3273.3185997668834,,446.6289901230484,,,129214031.0,,
kroE100.tsp,ok,0.2567499540746212,22068.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,
pr107.tsp,ok,0.16206598654389381,44303.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,
pr136.tsp,ok,0.5381354987621307,96772.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,
pr144.tsp,ok,0.2744617722928524,58537.0,1.0,timeout,0,,ok,1,58537.0,,,True,,200.22404570456212,,55.22830821201205,,,3619441.0,
pr152.tsp,ok,0.8584825918078423,73682.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,
pr76.tsp,ok,0.21573120914399624,108159.0,1.0,timeout,0,,ok,1,108159.0,,,True,,8181.36473214414,,1765.1914373226464,,,543685176.0,
qa194.tsp,ok,0.4701696112751961,9352.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,
rat195.tsp,ok,2.8730149008333683,2323.0,3.0,timeout,0,,timeout,0,,,,,,,,,,,,
si175.tsp,ok,1.8025635667145252,21407.0,3.0,timeout,0,,timeout,0,,,,,,,,,,,,
u159.tsp,ok,0.1227664165198803,42080.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,
xqf131.tsp,ok,0.3606609869748354,564.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,
