rank,kind,function,file,calls,self_ir,self_pct_total,self_est_sec,inclusive_ir,inclusive_pct_total,inclusive_est_sec
16,runtime,"std::vector<int, std::allocator<int> >::_M_fill_assign(unsigned long, int const&)",solver/tsp_bb_26_07_09/tsp_bb,0,402399252,0.580000,0.060626239,875380069,1.260000,0.131705277
17,solver,"tsp::BranchBoundSolver::search(tsp::BranchBoundSolver::PartialSol&, std::vector<tsp::BranchBoundSolver::Edge, std::allocator<tsp::BranchBoundSolver::Edge> >&, int)",solver/tsp_bb_26_07_09/tsp_bb,0,367384841,0.530000,0.055399839,921602091772,1325.300000,138.530954995
18,solver,"std::vector<tsp::BranchBoundSolver::Edge, std::allocator<tsp::BranchBoundSolver::Edge> >::reserve(unsigned long)",solver/tsp_bb_26_07_09/tsp_bb,0,270615440,0.390000,0.040765919,1372311742,1.970000,0.205920155
19,runtime,./malloc/./malloc/malloc.c:_int_free_maybe_consolidate,lib/x86_64-linux-gnu/libc.so.6,0,262287418,0.380000,0.039720639,0,0.000000,0.000000000
20,runtime,./malloc/./malloc/arena.c:free,???,0,203950377,0.290000,0.030313119,0,0.000000,0.000000000
21,runtime,./string/../sysdeps/x86_64/multiarch/memset-vec-unaligned-erms.S:__memset_avx2_unaligned_erms,lib/x86_64-linux-gnu/libc.so.6,0,201216254,0.290000,0.030313119,0,0.000000,0.000000000
22,solver,"tsp::BranchBoundSolver::search(tsp::BranchBoundSolver::PartialSol&, std::vector<tsp::BranchBoundSolver::Edge, std::allocator<tsp::BranchBoundSolver::Edge> >&, int)::{lambda(tsp::BranchBoundSolver::search(tsp::BranchBoundSolver::PartialSol&, std::vector<tsp::BranchBoundSolver::Edge, std::allocator<tsp::BranchBoundSolver::Edge> >&, int)::LevelChanges const&)#1}::operator()(tsp::BranchBoundSolver::search(tsp::BranchBoundSolver::PartialSol&, std::vector<tsp::BranchBoundSolver::Edge, std::allocator<tsp::BranchBoundSolver::Edge> >&, int)::LevelChanges const&) const",solver/tsp_bb_26_07_09/tsp_bb,0,174725670,0.250000,0.026131999,0,0.000000,0.000000000
23,solver,tsp::BranchBoundSolver::isTour(tsp::BranchBoundSolver::OneTree const&) const,solver/tsp_bb_26_07_09/tsp_bb,0,172975052,0.250000,0.026131999,0,0.000000,0.000000000
24,runtime,operator delete(void*),lib/x86_64-linux-gnu/libstdc++.so.6.0.33,0,135966916,0.200000,0.020905599,7318020251,10.520000,1.099634533
25,runtime,"operator delete(void*, unsigned long)",lib/x86_64-linux-gnu/libstdc++.so.6.0.33,0,135966874,0.200000,0.020905599,7589952575,10.910000,1.140400452
26,solver,"std::_Function_handler<void (int), tsp::BranchBoundSolver::search(tsp::BranchBoundSolver::PartialSol&, std::vector<tsp::BranchBoundSolver::Edge, std::allocator<tsp::BranchBoundSolver::Edge> >&, int)::{lambda(int)#2}>::_M_invoke(std::_Any_data const&, int&&)",solver/tsp_bb_26_07_09/tsp_bb,0,0,0.000000,0.000000000,1553357646268,2233.700000,233.484187860
27,solver,(below main),solver/tsp_bb_26_07_09/tsp_bb,0,0,0.000000,0.000000000,69539162850,100.000000,10.452799743
28,solver,./csu/../csu/libc-start.c:__libc_start_main@@GLIBC_2.34,lib/x86_64-linux-gnu/libc.so.6,0,0,0.000000,0.000000000,69539162838,100.000000,10.452799743
29,solver,./csu/../sysdeps/nptl/libc_start_call_main.h:(below main),lib/x86_64-linux-gnu/libc.so.6,0,0,0.000000,0.000000000,69539162664,100.000000,10.452799743
30,solver,main,solver/tsp_bb_26_07_09/tsp_bb,0,0,0.000000,0.000000000,69539152275,100.000000,10.452799743
31,solver,"(anonymous namespace)::solveInput(std::istream&, (anonymous namespace)::CliOptions const&)",solver/tsp_bb_26_07_09/tsp_bb,0,0,0.000000,0.000000000,69539096299,100.000000,10.452799743
32,solver,tsp::BranchBoundSolver::solve(),solver/tsp_bb_26_07_09/tsp_bb,0,0,0.000000,0.000000000,69537157990,99.990000,10.451754463
