comparison,factor,left,right,left_value,right_value,left_ok,right_ok,common_ok,left_only,right_only,result_agreements,result_mismatches,left_reference_checked,left_reference_mismatches,right_reference_checked,right_reference_mismatches,metric,paired_values,left_total,right_total,aggregate_relative_change,decreased,tied,increased
59,hk node ascent、hk update iterations,PSD-PSD16,PSD32,hk node ascent=polyak-smoothed-dynamic；hk update iterations=16,hk node ascent=polyak；hk update iterations=32,38,40,38,,ch130.tsp;kroA150.tsp,38,,38,,40,,search_node_potential_updates_skipped_total,38,134873.0,134868.0,-3.7071912095121284e-05,8,26,4
60,hk ascent、hk node ascent、hk update iterations,PSD-PSD16,hybrid-reverse,hk ascent=polyak-smoothed-dynamic；hk node ascent=polyak-smoothed-dynamic；hk update iterations=16,hk ascent=hybrid-reverse；hk node ascent=polyak；hk update iterations=32,38,41,38,,brg180.tsp;ch130.tsp;kroA150.tsp,38,,38,,41,,wall_seconds,38,2564.6464397087693,2385.111871663481,-0.07000363296301981,25,0,13
60,hk ascent、hk node ascent、hk update iterations,PSD-PSD16,hybrid-reverse,hk ascent=polyak-smoothed-dynamic；hk node ascent=polyak-smoothed-dynamic；hk update iterations=16,hk ascent=hybrid-reverse；hk node ascent=polyak；hk update iterations=32,38,41,38,,brg180.tsp;ch130.tsp;kroA150.tsp,38,,38,,41,,branches,38,3991040.0,2353934.0,-0.4101953375561257,19,10,9
60,hk ascent、hk node ascent、hk update iterations,PSD-PSD16,hybrid-reverse,hk ascent=polyak-smoothed-dynamic；hk node ascent=polyak-smoothed-dynamic；hk update iterations=16,hk ascent=hybrid-reverse；hk node ascent=polyak；hk update iterations=32,38,41,38,,brg180.tsp;ch130.tsp;kroA150.tsp,38,,38,,41,,search_node_potential_updates_skipped_total,38,134873.0,56264.0,-0.5828371875764609,9,21,8
61,hk update iterations,PSD-PSD32,PSD-PSD64,hk update iterations=32,hk update iterations=16,40,38,38,ch130.tsp;kroA150.tsp,,38,,40,,38,,wall_seconds,38,1860.6649991087615,2566.4406907372177,0.3793136819183007,9,0,29
61,hk update iterations,PSD-PSD32,PSD-PSD64,hk update iterations=32,hk update iterations=16,40,38,38,ch130.tsp;kroA150.tsp,,38,,40,,38,,branches,38,2531795.0,3991040.0,0.5763677548932675,2,14,22
61,hk update iterations,PSD-PSD32,PSD-PSD64,hk update iterations=32,hk update iterations=16,40,38,38,ch130.tsp;kroA150.tsp,,38,,40,,38,,search_node_potential_updates_skipped_total,38,134870.0,134873.0,2.2243642025632226e-05,4,27,7
62,hk node ascent,PSD-PSD32,PSD32,hk node ascent=polyak-smoothed-dynamic,hk node ascent=polyak,40,40,40,,,40,,40,,40,,wall_seconds,40,3813.595882439986,4037.4343773312867,0.058694864844485384,21,0,19
62,hk node ascent,PSD-PSD32,PSD32,hk node ascent=polyak-smoothed-dynamic,hk node ascent=polyak,40,40,40,,,40,,40,,40,,branches,40,3685356.0,3792607.0,0.02910193750617318,16,12,12
62,hk node ascent,PSD-PSD32,PSD32,hk node ascent=polyak-smoothed-dynamic,hk node ascent=polyak,40,40,40,,,40,,40,,40,,search_node_potential_updates_skipped_total,40,134906.0,134901.0,-3.706284375792901e-05,9,25,6
63,hk ascent、hk node ascent,PSD-PSD32,hybrid-reverse,hk ascent=polyak-smoothed-dynamic；hk node ascent=polyak-smoothed-dynamic,hk ascent=hybrid-reverse；hk node ascent=polyak,40,41,40,,brg180.tsp,40,,40,,41,,wall_seconds,40,3813.595882439986,4244.772802842781,0.11306308630869477,21,0,19
63,hk ascent、hk node ascent,PSD-PSD32,hybrid-reverse,hk ascent=polyak-smoothed-dynamic；hk node ascent=polyak-smoothed-dynamic,hk ascent=hybrid-reverse；hk node ascent=polyak,40,41,40,,brg180.tsp,40,,40,,41,,branches,40,3685356.0,3569859.0,-0.03133944183411319,16,10,14
63,hk ascent、hk node ascent,PSD-PSD32,hybrid-reverse,hk ascent=polyak-smoothed-dynamic；hk node ascent=polyak-smoothed-dynamic,hk ascent=hybrid-reverse；hk node ascent=polyak,40,41,40,,brg180.tsp,40,,40,,41,,search_node_potential_updates_skipped_total,40,134906.0,56297.0,-0.5826946169925726,8,22,10
64,hk node ascent、hk update iterations,PSD-PSD64,PSD32,hk node ascent=polyak-smoothed-dynamic；hk update iterations=16,hk node ascent=polyak；hk update iterations=32,38,40,38,,ch130.tsp;kroA150.tsp,38,,38,,40,,wall_seconds,38,2566.4406907372177,1869.9005840420723,-0.2714031573802168,28,0,10
64,hk node ascent、hk update iterations,PSD-PSD64,PSD32,hk node ascent=polyak-smoothed-dynamic；hk update iterations=16,hk node ascent=polyak；hk update iterations=32,38,40,38,,ch130.tsp;kroA150.tsp,38,,38,,40,,branches,38,3991040.0,2527441.0,-0.3667212055003207,24,12,2
64,hk node ascent、hk update iterations,PSD-PSD64,PSD32,hk node ascent=polyak-smoothed-dynamic；hk update iterations=16,hk node ascent=polyak；hk update iterations=32,38,40,38,,ch130.tsp;kroA150.tsp,38,,38,,40,,search_node_potential_updates_skipped_total,38,134873.0,134868.0,-3.7071912095121284e-05,8,26,4
65,hk ascent、hk node ascent、hk update iterations,PSD-PSD64,hybrid-reverse,hk ascent=polyak-smoothed-dynamic；hk node ascent=polyak-smoothed-dynamic；hk update iterations=16,hk ascent=hybrid-reverse；hk node ascent=polyak；hk update iterations=32,38,41,38,,brg180.tsp;ch130.tsp;kroA150.tsp,38,,38,,41,,wall_seconds,38,2566.4406907372177,2385.111871663481,-0.07065381239012747,26,0,12
65,hk ascent、hk node ascent、hk update iterations,PSD-PSD64,hybrid-reverse,hk ascent=polyak-smoothed-dynamic；hk node ascent=polyak-smoothed-dynamic；hk update iterations=16,hk ascent=hybrid-reverse；hk node ascent=polyak；hk update iterations=32,38,41,38,,brg180.tsp;ch130.tsp;kroA150.tsp,38,,38,,41,,branches,38,3991040.0,2353934.0,-0.4101953375561257,19,10,9
65,hk ascent、hk node ascent、hk update iterations,PSD-PSD64,hybrid-reverse,hk ascent=polyak-smoothed-dynamic；hk node ascent=polyak-smoothed-dynamic；hk update iterations=16,hk ascent=hybrid-reverse；hk node ascent=polyak；hk update iterations=32,38,41,38,,brg180.tsp;ch130.tsp;kroA150.tsp,38,,38,,41,,search_node_potential_updates_skipped_total,38,134873.0,56264.0,-0.5828371875764609,9,21,8
66,hk ascent,PSD32,hybrid-reverse,hk ascent=polyak-smoothed-dynamic,hk ascent=hybrid-reverse,40,41,40,,brg180.tsp,40,,40,,41,,wall_seconds,40,4037.4343773312867,4244.772802842781,0.05135400507699228,14,0,26
66,hk ascent,PSD32,hybrid-reverse,hk ascent=polyak-smoothed-dynamic,hk ascent=hybrid-reverse,40,41,40,,brg180.tsp,40,,40,,41,,branches,40,3792607.0,3569859.0,-0.058732159699119935,11,10,19
66,hk ascent,PSD32,hybrid-reverse,hk ascent=polyak-smoothed-dynamic,hk ascent=hybrid-reverse,40,41,40,,brg180.tsp,40,,40,,41,,search_node_potential_updates_skipped_total,40,134901.0,56297.0,-0.5826791498951083,9,21,10
