instance,Concorde:status,Concorde:wall_seconds,Concorde:result,Concorde:branches,H232:status,H232:successful_repeats,H232:result,H2:status,H2:successful_repeats,H2:result,result_match,H232:matches_reference,H2:matches_reference,H232:wall_vs_Concorde_symmetric_change,H2:wall_vs_Concorde_symmetric_change,H232:wall_seconds,H2:wall_seconds,symmetric_change:wall_seconds,H232:branches,H2:branches,symmetric_change:branches,H232:nodes_expanded,H2:nodes_expanded,H232:pruned_by_bound,H2:pruned_by_bound,H232:pruned_infeasible,H2:pruned_infeasible,H232:root_potential_iterations,H2:root_potential_iterations,H232:search_node_potential_update_candidates,H2:search_node_potential_update_candidates,H232:search_node_potential_updates_triggered,H2:search_node_potential_updates_triggered,H232:search_node_potential_updates_skipped_total,H2:search_node_potential_updates_skipped_total,symmetric_change:search_node_potential_updates_skipped_total,H232:search_node_potential_iterations,H2:search_node_potential_iterations,H232:search_node_potential_updates_skipped_budget_exhausted,H2:search_node_potential_updates_skipped_budget_exhausted,H232:search_node_potential_updates_skipped_depth_interval,H2:search_node_potential_updates_skipped_depth_interval,H232:search_node_potential_updates_skipped_gap_above_maximum,H2:search_node_potential_updates_skipped_gap_above_maximum,H232:search_node_potential_updates_skipped_gap_below_minimum,H2:search_node_potential_updates_skipped_gap_below_minimum,H232:search_node_potential_updates_skipped_invalid_state,H2:search_node_potential_updates_skipped_invalid_state,H232:search_node_potential_updates_skipped_numerically_unsafe,H2:search_node_potential_updates_skipped_numerically_unsafe,H232:search_node_potential_updates_skipped_strategy_none,H2:search_node_potential_updates_skipped_strategy_none,H232:search_node_potential_updates_skipped_update_depth_zero,H2:search_node_potential_updates_skipped_update_depth_zero,H232:search_node_potential_updates_skipped_zero_iteration_limit,H2:search_node_potential_updates_skipped_zero_iteration_limit,H232:search_node_potential_updates_skipped_zero_violation,H2:search_node_potential_updates_skipped_zero_violation
brg180.tsp,ok,0.20812725275754929,1950.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d198.tsp,ok,1.0714040137827396,15780.0,3.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kroB150.tsp,ok,0.47228593938052654,26130.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pr107.tsp,ok,0.17204810306429863,44303.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pr136.tsp,ok,0.6123605966567993,96772.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pr144.tsp,ok,0.294503515586257,58537.0,1.0,ok,1,58537.0,timeout,0,,,True,,5114.359057427043,,1506.4912258982658,,,1949658.0,,,1022191.0,,1175666.0,,3205.0,,400.0,,1625073.0,,957691.0,,667382.0,,,16095639.0,,0.0,,667365.0,,17.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
pr152.tsp,ok,0.8900012671947479,73682.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qa194.tsp,ok,0.45648094080388546,9352.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rat195.tsp,ok,2.894400419667363,2323.0,3.0,ok,1,2323.0,timeout,0,,,True,,525.5900223075471,,1524.1623815596104,,,956628.0,,,408223.0,,598939.0,,35.0,,400.0,,883874.0,,591104.0,,292770.0,,,7442976.0,,0.0,,292761.0,,9.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
si175.tsp,ok,2.043676285073161,21407.0,3.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xqf131.tsp,ok,0.3609807752072811,564.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
