rank,kind,function,file,calls,self_ir,self_pct_total,self_est_sec,inclusive_ir,inclusive_pct_total,inclusive_est_sec
18,solver,"tsp::BranchBoundSolver::search(tsp::BranchBoundSolver::PartialSol&, std::vector<tsp::BranchBoundSolver::Edge, std::allocator<tsp::BranchBoundSolver::Edge> >&, int, tsp::BranchStrategy, tsp::BranchBoundSolver::OneTree const*)::{lambda(tsp::BranchBoundSolver::search(tsp::BranchBoundSolver::PartialSol&, std::vector<tsp::BranchBoundSolver::Edge, std::allocator<tsp::BranchBoundSolver::Edge> >&, int, tsp::BranchStrategy, tsp::BranchBoundSolver::OneTree const*)::LevelChanges const&)#1}::operator()(tsp::BranchBoundSolver::search(tsp::BranchBoundSolver::PartialSol&, std::vector<tsp::BranchBoundSolver::Edge, std::allocator<tsp::BranchBoundSolver::Edge> >&, int, tsp::BranchStrategy, tsp::BranchBoundSolver::OneTree const*)::LevelChanges const&) const",solver/tsp_bb_26_07_02/tsp_bb,0,32463893,0.220000,0.004260916,0,0.000000,0.000000000
19,runtime,./malloc/./malloc/malloc.c:_int_free_maybe_consolidate,lib/x86_64-linux-gnu/libc.so.6,0,28829569,0.200000,0.003873560,0,0.000000,0.000000000
20,runtime,operator delete(void*),lib/x86_64-linux-gnu/libstdc++.so.6.0.33,0,24180826,0.160000,0.003098848,1194498202,8.100000,0.156879183
21,solver,(below main),solver/tsp_bb_26_07_02/tsp_bb,0,0,0.000000,0.000000000,14736143468,99.990000,1.936586361
22,solver,./csu/../csu/libc-start.c:__libc_start_main@@GLIBC_2.34,lib/x86_64-linux-gnu/libc.so.6,0,0,0.000000,0.000000000,14736143456,99.990000,1.936586361
23,solver,./csu/../sysdeps/nptl/libc_start_call_main.h:(below main),lib/x86_64-linux-gnu/libc.so.6,0,0,0.000000,0.000000000,14736143282,99.990000,1.936586361
24,solver,main,solver/tsp_bb_26_07_02/tsp_bb,0,0,0.000000,0.000000000,14736132893,99.990000,1.936586361
25,solver,"(anonymous namespace)::solveInput(std::istream&, (anonymous namespace)::CliOptions const&)",solver/tsp_bb_26_07_02/tsp_bb,0,0,0.000000,0.000000000,14736073244,99.990000,1.936586361
26,solver,tsp::BranchBoundSolver::solve(tsp::BranchStrategy),solver/tsp_bb_26_07_02/tsp_bb,0,0,0.000000,0.000000000,14734138952,99.970000,1.936199005
27,runtime,"operator delete(void*, unsigned long)",lib/x86_64-linux-gnu/libstdc++.so.6.0.33,0,0,0.000000,0.000000000,1242858532,8.430000,0.163270557
