config,repeat,instance,final_upper_bound,final_lower_bound,final_relative_gap,initial_tour_seconds,initial_clk_starts,root_guided_lk_calls,root_guided_lk_improvements,root_guided_lk_reascents,root_guided_lk_seconds,root_guided_lk_total_gain,root_potential_iterations,root_ascent_seconds,instance_wall_seconds
single-knn8,2,data/classic/tsplib/ulysses16.tsp,6859,6858.9999999967931,4.6754312851018297e-13,0.0010790000000000001,1,0,0,0,0,0,134,0.00022516699999999999,0.0013416669999999999
single-knn8,2,data/classic/national/wi29.tsp,27603,27602.999999943651,2.04139599837132e-12,0.001135917,1,0,0,0,0,0,71,0.00062837500000000003,0.001820791
single-knn8,2,data/classic/vlsi/vlsi/xqf131.tsp,582,555.94834074195433,0.044762301130662673,0.026986458000000001,1,0,0,0,0,0,577,0.14362862500000001,0.171179833
root-alpha5,2,data/classic/tsplib/att48.tsp,10648,10599.68823369806,0.0045371681350432217,0.0059996249999999997,2,1,0,0,0.001565,0,214,0.0056937910000000001,0.011812708
root-alpha5,2,data/classic/tsplib/bayg29.tsp,1610,1607.9853691203934,0.001251323527705936,0.0023902910000000001,2,1,0,0,0.0010045,0,137,0.00083633299999999998,0.0033122500000000001
root-alpha5,2,data/classic/tsplib/bays29.tsp,2020,2013.3953357260446,0.0032696357791858663,0.0027117090000000001,2,1,0,0,0.0011425420000000001,0,125,0.00087491700000000001,0.0036991670000000002
root-alpha5,2,data/classic/tsplib/berlin52.tsp,7542,7541.9999999735055,3.5129263003642498e-12,0.0042664579999999999,2,1,0,0,0.0017679169999999999,0,57,0.002166416,0.0065451249999999997
root-alpha5,2,data/classic/tsplib/bier127.tsp,120414,117430.97806154632,0.024773049134267408,0.039607456999999999,2,1,0,0,0.0070225410000000002,0,422,0.108270959,0.148420833
root-alpha5,2,data/classic/tsplib/brazil58.tsp,25395,25316.887550529744,0.003075898778116017,0.0079024170000000001,2,1,0,0,0.0015038339999999999,0,220,0.0093466250000000008,0.017511292000000001
root-alpha5,2,data/classic/tsplib/brg180.tsp,1960,1949.2773311365436,0.0054707494201308264,0.027443500999999999,2,1,0,0,0.0056006670000000001,0,334,0.149716292,0.18007100000000001
root-alpha5,2,data/classic/tsplib/burma14.tsp,3323,3322.999999998799,3.6141671793293762e-13,0.0010652489999999999,2,1,0,0,0.000602916,0,28,5.0083000000000001e-05,0.001156416
root-alpha5,2,data/classic/tsplib/ch130.tsp,6226,6074.8596417164263,0.024275675920908086,0.043756748999999998,2,1,1,0,0.0077082909999999999,9,578,0.156313167,0.200688792
root-alpha5,2,data/classic/tsplib/ch150.tsp,6636,6488.6976966289349,0.022197453793108068,0.054031207999999997,2,1,0,0,0.0070604170000000003,0,600,0.23436554200000001,0.28918408299999998
root-alpha5,2,data/classic/tsplib/d198.tsp,15954,14536.148992869335,0.088871192624461859,0.15963649900000002,2,1,1,0,0.019930583000000002,35,694,0.50428658299999995,0.66532637500000003
root-alpha5,2,data/classic/tsplib/dantzig42.tsp,699,696.95338306543158,0.0029279212225585397,0.010773875,2,1,0,0,0.0024880000000000002,0,225,0.0053115840000000003,0.017457083000000002
root-alpha5,2,data/classic/national/dj38.tsp,6656,6655.9999999809961,2.8551520122514027e-12,0.0028862079999999999,2,1,0,0,0.001348833,0,43,0.00077537500000000002,0.0037669169999999998
root-alpha5,2,data/classic/tsplib/eil101.tsp,646,627.34444740256754,0.028878564392310312,0.020132624999999998,2,1,0,0,0.0043620830000000001,0,540,0.070125167000000002,0.090657749999999995
root-alpha5,2,data/classic/tsplib/eil51.tsp,427,422.49983691886655,0.010539023609211828,0.0030317080000000001,2,1,0,0,0.0010867909999999999,0,521,0.012278917,0.015412917
root-alpha5,2,data/classic/tsplib/eil76.tsp,548,536.99995437170719,0.020073075964037974,0.0077971259999999997,2,1,0,0,0.002474459,0,423,0.026011042000000002,0.034015208999999998
root-alpha5,2,data/classic/tsplib/fri26.tsp,937,936.99999999893805,1.1333497877882768e-12,0.001785167,2,1,0,0,0.00070729199999999999,0,52,0.00034045899999999999,0.002204667
root-alpha5,2,data/classic/tsplib/gr120.tsp,7108,6911.2437009000378,0.027680964983112302,0.043837873999999999,2,1,0,0,0.0071175830000000002,0,516,0.11172212500000001,0.1566495
root-alpha5,2,data/classic/tsplib/gr137.tsp,70620,69118.352244264752,0.021263774507720875,0.054435666000000001,2,1,0,0,0.006531416,0,592,0.1662835,0.221572875
root-alpha5,2,data/classic/tsplib/gr17.tsp,2085,2084.9999999989241,5.1603464373974782e-13,0.0014337500000000001,2,1,0,0,0.00050829200000000003,0,121,0.00021008299999999999,0.001690125
root-alpha5,2,data/classic/tsplib/gr21.tsp,2707,2706.9999999976822,8.5624205669313169e-13,0.00077487499999999996,2,1,0,0,0.00023312499999999999,0,29,0.000133292,0.00096491700000000003
root-alpha5,2,data/classic/tsplib/gr24.tsp,1272,1271.9995357693901,3.6496117126599589e-07,0.0015679999999999999,2,1,0,0,0.00065424999999999999,0,122,0.00046695800000000001,0.0020912090000000001
root-alpha5,2,data/classic/tsplib/gr48.tsp,5093,4958.9994433825923,0.026310731713608426,0.0052973339999999999,2,1,0,0,0.001635542,0,318,0.0060343330000000002,0.011525957999999999
root-alpha5,2,data/classic/tsplib/gr96.tsp,55595,54569.493520663818,0.018446019953884011,0.016854001,2,1,0,0,0.0038682090000000001,0,370,0.038376750000000001,0.055639791000000001
root-alpha5,2,data/classic/tsplib/hk48.tsp,11470,11443.03742578926,0.0023507039416512691,0.0035700840000000003,2,1,0,0,0.001184917,0,162,0.0040082499999999997,0.0077714580000000002
root-alpha5,2,data/classic/tsplib/kroA100.tsp,21689,20936.495650387562,0.034695207230044635,0.022758126,2,1,0,0,0.006044542,0,391,0.055556541000000001,0.078643083000000003
root-alpha5,2,data/classic/tsplib/kroA150.tsp,26782,26296.059282328926,0.01814430280304211,0.074477832999999993,2,1,1,0,0.0097290829999999995,34,602,0.24042529200000001,0.315670167
root-alpha5,2,data/classic/tsplib/kroB100.tsp,22328,21833.996439724335,0.022124845945703388,0.020985666,2,1,1,0,0.0040934999999999999,16,400,0.053700166000000001,0.075058583999999998
root-alpha5,2,data/classic/tsplib/kroB150.tsp,26383,25732.496018037127,0.024656179432319025,0.0887965,2,1,1,0,0.009760042,99,429,0.17431445800000001,0.26388412500000002
root-alpha5,2,data/classic/tsplib/kroC100.tsp,20965,20472.496949803051,0.023491678998185005,0.021138707999999999,2,1,0,0,0.0050579170000000003,0,354,0.046045250000000003,0.067551749999999994
root-alpha5,2,data/classic/tsplib/kroD100.tsp,21811,21141.497531594749,0.03069563378136039,0.020822541999999999,2,1,0,0,0.0050605829999999996,0,388,0.053750582999999998,0.074906291
root-alpha5,2,data/classic/tsplib/kroE100.tsp,22597,21798.395755460664,0.035341162302046106,0.021212708,2,1,0,0,0.0056072500000000003,0,591,0.080890457999999998,0.102454375
root-alpha5,2,data/classic/tsplib/lin105.tsp,14483,14370.499389782033,0.0077677698141246166,0.0237705,2,1,1,0,0.0042652080000000004,40,345,0.052795374999999999,0.076912415999999997
root-alpha5,2,data/classic/tsplib/pr107.tsp,44303,39439.603513482449,0.10977578237405032,0.017898708999999999,2,1,0,0,0.0035569999999999998,0,524,0.093361250000000007,0.111628375
root-alpha5,2,data/classic/tsplib/pr124.tsp,59159,58067.492748859826,0.018450400634564039,0.024313001000000001,2,1,0,0,0.0037563340000000001,0,370,0.077393040999999996,0.102201458
root-alpha5,2,data/classic/tsplib/pr136.tsp,100656,95327.533190416478,0.05293739875996982,0.048453000999999996,2,1,0,0,0.0085446670000000006,0,592,0.182870542,0.231946291
root-alpha5,2,data/classic/tsplib/pr144.tsp,58537,58050.966881097163,0.0083030069682907669,0.030729292999999998,2,1,0,0,0.0055144590000000002,0,288,0.095698500000000006,0.12709287499999999
root-alpha5,2,data/classic/tsplib/pr152.tsp,74442,68056.891923902702,0.085772924909289089,0.049967708,2,1,0,0,0.0044610830000000002,0,621,0.249457084,0.30016445899999999
root-alpha5,2,data/classic/tsplib/pr76.tsp,109067,105119.98570260686,0.036188895792431591,0.011163875,2,1,0,0,0.0033508330000000001,0,342,0.022149874999999999,0.033535000000000002
root-alpha5,2,data/classic/national/qa194.tsp,9684,9265.2477858561051,0.043241657800897865,0.20311933400000001,2,1,1,0,0.017189791999999999,11,617,0.40941274999999999,0.61381929099999999
root-alpha5,2,data/classic/tsplib/rat195.tsp,2356,2293.7609553055195,0.026417251568115672,0.102816042,2,1,0,0,0.0086977080000000002,0,645,0.42659908299999999,0.53070283299999998
root-alpha5,2,data/classic/tsplib/rat99.tsp,1224,1205.9998415063767,0.014706011841195509,0.013576292,2,1,0,0,0.0031616249999999999,0,495,0.053899707999999998,0.067837750000000002
root-alpha5,2,data/classic/tsplib/rd100.tsp,8069,7899.1874798286681,0.021045051452637492,0.023810750999999998,2,1,0,0,0.004999959,0,523,0.077205791999999995,0.101393208
root-alpha5,2,data/classic/tsplib/si175.tsp,21451,21367.295814485078,0.0039021111143966178,0.077263875999999995,2,1,1,0,0.0072769590000000004,4,329,0.17512112499999999,0.25477741599999998
root-alpha5,2,data/classic/tsplib/st70.tsp,685,670.99992999909693,0.020438058395478926,0.0085994579999999991,2,1,0,0,0.0032005409999999999,0,385,0.020358833,0.029195124999999999
root-alpha5,2,data/classic/tsplib/swiss42.tsp,1273,1271.9897885923313,0.00079356748442164062,0.0029610829999999998,2,1,1,0,0.0015010830000000001,1,153,0.0024034159999999998,0.0055824159999999998
root-alpha5,2,data/classic/tsplib/u159.tsp,42738,41924.991047971162,0.019023093079433721,0.063702834,2,1,1,0,0.0045502920000000001,397,484,0.19913966699999999,0.263705625
root-alpha5,2,data/classic/tsplib/ulysses16.tsp,6859,6858.9999999967931,4.6754312851018297e-13,0.0017283329999999999,2,1,0,0,0.00051166700000000005,0,134,0.00022154100000000001,0.0019892500000000001
root-alpha5,2,data/classic/national/wi29.tsp,27603,27602.999999943651,2.04139599837132e-12,0.002266166,2,1,0,0,0.001054541,0,71,0.00066445800000000004,0.0029832080000000002
root-alpha5,2,data/classic/vlsi/vlsi/xqf131.tsp,582,555.94834074195433,0.044762301130662673,0.032792083,2,1,0,0,0.0053482499999999997,0,577,0.145110875,0.178451625
root-alpha8,2,data/classic/tsplib/att48.tsp,10648,10599.68823369806,0.0045371681350432217,0.0071487919999999993,2,1,0,0,0.003189042,0,214,0.0054672080000000003,0.012731625
root-alpha8,2,data/classic/tsplib/bayg29.tsp,1610,1607.9853691203934,0.001251323527705936,0.0024750409999999999,2,1,0,0,0.001118333,0,137,0.00081233399999999995,0.0033826250000000002
root-alpha8,2,data/classic/tsplib/bays29.tsp,2020,2013.3953357260446,0.0032696357791858663,0.003211542,2,1,0,0,0.0016772919999999999,0,125,0.00087287499999999995,0.0042131249999999999
root-alpha8,2,data/classic/tsplib/berlin52.tsp,7542,7541.9999999735055,3.5129263003642498e-12,0.0062224170000000001,2,1,0,0,0.003438792,0,57,0.0021991250000000001,0.008531917
root-alpha8,2,data/classic/tsplib/bier127.tsp,120414,117430.97806154632,0.024773049134267408,0.044173209000000005,2,1,0,0,0.011627125,0,422,0.12950262500000001,0.17426675
root-alpha8,2,data/classic/tsplib/brazil58.tsp,25395,25316.887550529744,0.003075898778116017,0.008906958999999999,2,1,0,0,0.0027309999999999999,0,220,0.0095462089999999999,0.018737083000000002
root-alpha8,2,data/classic/tsplib/brg180.tsp,1960,1949.2773311365436,0.0054707494201308264,0.033564334000000001,2,1,0,0,0.011230166999999999,0,334,0.15139191699999999,0.18796020899999999
root-alpha8,2,data/classic/tsplib/burma14.tsp,3323,3322.999999998799,3.6141671793293762e-13,0.0013886669999999999,2,1,0,0,0.00091704199999999997,0,28,4.8958000000000001e-05,0.001472166
root-alpha8,2,data/classic/tsplib/ch130.tsp,6235,6074.8596417164263,0.025684099163363869,0.048720582999999998,2,1,0,0,0.011734583,0,578,0.15810229200000001,0.20744954099999999
root-alpha8,2,data/classic/tsplib/ch150.tsp,6636,6488.6976966289349,0.022197453793108068,0.059221208999999997,2,1,0,0,0.010423167000000001,0,600,0.24322558399999999,0.30327879200000002
root-alpha8,2,data/classic/tsplib/d198.tsp,15929,14536.148992869335,0.087441208307531201,0.163031917,2,1,1,0,0.020724416999999998,60,694,0.51863800000000004,0.683006
root-alpha8,2,data/classic/tsplib/dantzig42.tsp,699,696.95338306543158,0.0029279212225585397,0.0056734590000000005,2,1,0,0,0.0033723749999999999,0,225,0.0039150000000000001,0.0097539580000000001
root-alpha8,2,data/classic/national/dj38.tsp,6656,6655.9999999809961,2.8551520122514027e-12,0.003626542,2,1,0,0,0.0021388330000000001,0,43,0.00075624999999999998,0.0044640000000000001
root-alpha8,2,data/classic/tsplib/eil101.tsp,646,627.34444740256754,0.028878564392310312,0.023491541999999997,2,1,0,0,0.0071208749999999996,0,540,0.071506666999999996,0.095346957999999996
root-alpha8,2,data/classic/tsplib/eil51.tsp,427,422.49983691886655,0.010539023609211828,0.0039091250000000003,2,1,0,0,0.0017177080000000001,0,521,0.012662292,0.01670375
root-alpha8,2,data/classic/tsplib/eil76.tsp,548,536.99995437170719,0.020073075964037974,0.0083628339999999995,2,1,0,0,0.0028730420000000001,0,423,0.027154416000000001,0.035766125000000003
root-alpha8,2,data/classic/tsplib/fri26.tsp,937,936.99999999893805,1.1333497877882768e-12,0.0029900830000000002,2,1,0,0,0.0018732499999999999,0,52,0.00033762499999999998,0.0034108749999999998
root-alpha8,2,data/classic/tsplib/gr120.tsp,7035,6911.2437009000378,0.017591513731337917,0.047908792000000006,2,1,1,0,0.011102707999999999,73,516,0.114968791,0.16402775
root-alpha8,2,data/classic/tsplib/gr137.tsp,70620,69118.352244264752,0.021263774507720875,0.063031832999999995,2,1,0,0,0.0146315,0,592,0.16999641600000001,0.23396729199999999
root-alpha8,2,data/classic/tsplib/gr17.tsp,2085,2084.9999999989241,5.1603464373974782e-13,0.0020557090000000002,2,1,0,0,0.001118417,0,121,0.00022087499999999999,0.002323875
root-alpha8,2,data/classic/tsplib/gr21.tsp,2707,2706.9999999976822,8.5624205669313169e-13,0.0017921249999999999,2,1,0,0,0.0011355829999999999,0,29,0.00013770899999999999,0.0019945829999999999
root-alpha8,2,data/classic/tsplib/gr24.tsp,1272,1271.9995357693901,3.6496117126599589e-07,0.002238917,2,1,0,0,0.001331458,0,122,0.00045029199999999998,0.0027615420000000001
root-alpha8,2,data/classic/tsplib/gr48.tsp,5093,4958.9994433825923,0.026310731713608426,0.0061169169999999995,2,1,0,0,0.002469625,0,318,0.006940458,0.013261458
root-alpha8,2,data/classic/tsplib/gr96.tsp,55312,54569.493520663818,0.013423967300697528,0.024664167000000001,2,1,1,0,0.011436875000000001,283,370,0.040603708000000002,0.065718291999999998
root-alpha8,2,data/classic/tsplib/hk48.tsp,11470,11443.03742578926,0.0023507039416512691,0.0045632499999999996,2,1,0,0,0.002199042,0,162,0.0043187499999999997,0.0090912079999999999
root-alpha8,2,data/classic/tsplib/kroA100.tsp,21689,20936.495650387562,0.034695207230044635,0.027378749000000001,2,1,0,0,0.0097407910000000004,0,391,0.057512124999999997,0.085262209000000005
root-alpha8,2,data/classic/tsplib/kroA150.tsp,26786,26296.059282328926,0.018290925023186508,0.082094542000000006,2,1,1,0,0.015680334000000001,30,602,0.24759279200000001,0.33050616700000002
root-alpha8,2,data/classic/tsplib/kroB100.tsp,22328,21833.996439724335,0.022124845945703388,0.026344959000000001,2,1,1,0,0.0090285420000000005,16,400,0.059025124999999998,0.085728041000000005
root-alpha8,2,data/classic/tsplib/kroB150.tsp,26359,25732.496018037127,0.023768124054891034,0.095426833000000003,2,1,1,0,0.015499832999999999,123,429,0.17191983299999999,0.26814237499999999
root-alpha8,2,data/classic/tsplib/kroC100.tsp,20965,20472.496949803051,0.023491678998185005,0.024677125000000001,2,1,0,0,0.0088283749999999994,0,354,0.046268041000000003,0.071283416000000002
root-alpha8,2,data/classic/tsplib/kroD100.tsp,21811,21141.497531594749,0.03069563378136039,0.024396333999999999,2,1,0,0,0.0083722919999999999,0,388,0.052147249999999999,0.076902874999999996
root-alpha8,2,data/classic/tsplib/kroE100.tsp,22597,21798.395755460664,0.035341162302046106,0.023462707999999999,2,1,0,0,0.0081025409999999996,0,591,0.083403167,0.10726545899999999
root-alpha8,2,data/classic/tsplib/lin105.tsp,14523,14370.499389782033,0.010500627295873224,0.026983667000000003,2,1,0,0,0.0074328750000000002,0,345,0.049034292,0.076382624999999996
root-alpha8,2,data/classic/tsplib/pr107.tsp,44303,39439.603513482449,0.10977578237405032,0.019371290999999999,2,1,0,0,0.0049308329999999999,0,524,0.094464041999999998,0.11422341699999999
root-alpha8,2,data/classic/tsplib/pr124.tsp,59159,58067.492748859826,0.018450400634564039,0.027670665999999997,2,1,0,0,0.0072577079999999999,0,370,0.076888917000000001,0.105093625
root-alpha8,2,data/classic/tsplib/pr136.tsp,100530,95327.533190416478,0.051750391023411141,0.054011957999999999,2,1,1,0,0.014259000000000001,126,592,0.18577666600000001,0.24049483299999999
root-alpha8,2,data/classic/tsplib/pr144.tsp,58537,58050.966881097163,0.0083030069682907669,0.036840916000000001,2,1,0,0,0.010273083000000001,0,288,0.098749166999999999,0.136271167
root-alpha8,2,data/classic/tsplib/pr152.tsp,74442,68056.891923902702,0.085772924909289089,0.061431915999999996,2,1,0,0,0.015708290999999999,0,621,0.25487433300000001,0.31707145799999997
root-alpha8,2,data/classic/tsplib/pr76.tsp,109067,105119.98570260686,0.036188895792431591,0.015008250000000001,2,1,0,0,0.0072650830000000003,0,342,0.022191790999999999,0.037441624999999999
root-alpha8,2,data/classic/national/qa194.tsp,9682,9265.2477858561051,0.043044021291457846,0.21499791600000001,2,1,1,0,0.026971458,13,617,0.41137087500000002,0.62768541700000002
root-alpha8,2,data/classic/tsplib/rat195.tsp,2354,2293.7609553055195,0.025590078459847291,0.104188709,2,1,1,0,0.010599959000000001,2,645,0.42669016700000001,0.53204779199999996
root-alpha8,2,data/classic/tsplib/rat99.tsp,1224,1205.9998415063767,0.014706011841195509,0.014661707999999999,2,1,0,0,0.0042092079999999999,0,495,0.054097959000000001,0.069118834000000004
root-alpha8,2,data/classic/tsplib/rd100.tsp,8069,7899.1874798286681,0.021045051452637492,0.029107000000000001,2,1,0,0,0.010410875,0,523,0.074620707999999994,0.104087666
root-alpha8,2,data/classic/tsplib/si175.tsp,21451,21367.295814485078,0.0039021111143966178,0.096975707999999994,2,1,1,0,0.012413708000000001,4,329,0.17217291700000001,0.271573709
root-alpha8,2,data/classic/tsplib/st70.tsp,685,670.99992999909693,0.020438058395478926,0.011111165999999999,2,1,0,0,0.0057750409999999999,0,385,0.020191792,0.031502584
root-alpha8,2,data/classic/tsplib/swiss42.tsp,1273,1271.9897885923313,0.00079356748442164062,0.0032381659999999998,2,1,1,0,0.001728666,1,153,0.0024394170000000001,0.0058891250000000003
root-alpha8,2,data/classic/tsplib/u159.tsp,42738,41924.991047971162,0.019023093079433721,0.062794666999999998,2,1,1,0,0.0071984170000000004,397,484,0.19201183299999999,0.25570683300000002
root-alpha8,2,data/classic/tsplib/ulysses16.tsp,6859,6858.9999999967931,4.6754312851018297e-13,0.0022807499999999998,2,1,0,0,0.0010981249999999999,0,134,0.000215291,0.0025335000000000002
root-alpha8,2,data/classic/national/wi29.tsp,27603,27602.999999943651,2.04139599837132e-12,0.0027507920000000002,2,1,0,0,0.001544417,0,71,0.00064599999999999998,0.003449583
root-alpha8,2,data/classic/vlsi/vlsi/xqf131.tsp,580,555.94834074195433,0.04146837803111323,0.036598873999999997,2,1,1,0,0.0097815409999999995,2,577,0.154798292,0.191970583
root-hybrid8,2,data/classic/tsplib/att48.tsp,10648,10599.68823369806,0.0045371681350432217,0.0089641669999999986,2,1,0,0,0.0049241249999999997,0,214,0.0057510829999999997,0.014834292000000001
root-hybrid8,2,data/classic/tsplib/bayg29.tsp,1610,1607.9853691203934,0.001251323527705936,0.0028561250000000002,2,1,0,0,0.0014591669999999999,0,137,0.00082979199999999999,0.0037837499999999998
root-hybrid8,2,data/classic/tsplib/bays29.tsp,2020,2013.3953357260446,0.0032696357791858663,0.0031915010000000002,2,1,0,0,0.001651334,0,125,0.00089341699999999997,0.0042084160000000004
root-hybrid8,2,data/classic/tsplib/berlin52.tsp,7542,7541.9999999735055,3.5129263003642498e-12,0.0066521250000000001,2,1,0,0,0.0039735830000000001,0,57,0.0021799580000000001,0.0089444580000000006
root-hybrid8,2,data/classic/tsplib/bier127.tsp,120136,117430.97806154632,0.022516330978671471,0.044023,2,1,1,0,0.011244708000000001,278,422,0.111477333,0.15607412500000001
root-hybrid8,2,data/classic/tsplib/brazil58.tsp,25395,25316.887550529744,0.003075898778116017,0.010046667,2,1,0,0,0.0038466249999999998,0,220,0.0094944169999999998,0.019825334
root-hybrid8,2,data/classic/tsplib/brg180.tsp,1960,1949.2773311365436,0.0054707494201308264,0.029747625,2,1,0,0,0.0076199579999999996,0,334,0.15228687499999999,0.1850205
root-hybrid8,2,data/classic/tsplib/burma14.tsp,3323,3322.999999998799,3.6141671793293762e-13,0.001368209,2,1,0,0,0.00092404200000000003,0,28,4.8959000000000003e-05,0.0014525
root-hybrid8,2,data/classic/tsplib/ch130.tsp,6235,6074.8596417164263,0.025684099163363869,0.048130458000000001,2,1,0,0,0.011846208,0,578,0.15347029200000001,0.20229387500000001
root-hybrid8,2,data/classic/tsplib/ch150.tsp,6636,6488.6976966289349,0.022197453793108068,0.058216166999999999,2,1,0,0,0.010474499999999999,0,600,0.24335770800000001,0.30241974999999999
root-hybrid8,2,data/classic/tsplib/d198.tsp,15954,14536.148992869335,0.088871192624461859,0.17011241699999999,2,1,1,0,0.026868125,35,694,0.51150187499999999,0.68312120799999998
root-hybrid8,2,data/classic/tsplib/dantzig42.tsp,699,696.95338306543158,0.0029279212225585397,0.0059784579999999999,2,1,0,0,0.003398917,0,225,0.0036955,0.0098344590000000003
root-hybrid8,2,data/classic/national/dj38.tsp,6656,6655.9999999809961,2.8551520122514027e-12,0.0033550839999999999,2,1,0,0,0.0019016669999999999,0,43,0.00093104199999999998,0.0043798750000000001
root-hybrid8,2,data/classic/tsplib/eil101.tsp,646,627.34444740256754,0.028878564392310312,0.020907415999999998,2,1,0,0,0.0052285830000000002,0,540,0.074199334000000006,0.09545025
root-hybrid8,2,data/classic/tsplib/eil51.tsp,427,422.49983691886655,0.010539023609211828,0.003451375,2,1,0,0,0.0014488750000000001,0,521,0.012653332999999999,0.016214915999999999
root-hybrid8,2,data/classic/tsplib/eil76.tsp,548,536.99995437170719,0.020073075964037974,0.008085666,2,1,0,0,0.0027572080000000001,0,423,0.026000916999999998,0.034306916999999999
root-hybrid8,2,data/classic/tsplib/fri26.tsp,937,936.99999999893805,1.1333497877882768e-12,0.0031842909999999997,2,1,0,0,0.0020539999999999998,0,52,0.00034091599999999997,0.0036095419999999999
root-hybrid8,2,data/classic/tsplib/gr120.tsp,7038,6911.2437009000378,0.018010272676891481,0.049587708000000001,2,1,1,0,0.012474707999999999,70,516,0.114711834,0.16541525000000001
root-hybrid8,2,data/classic/tsplib/gr137.tsp,70620,69118.352244264752,0.021263774507720875,0.061273708000000003,2,1,0,0,0.01253075,0,592,0.16967879199999999,0.23186937499999999
root-hybrid8,2,data/classic/tsplib/gr17.tsp,2085,2084.9999999989241,5.1603464373974782e-13,0.0024017919999999998,2,1,0,0,0.0012767919999999999,0,121,0.00022545900000000001,0.0026740420000000002
root-hybrid8,2,data/classic/tsplib/gr21.tsp,2707,2706.9999999976822,8.5624205669313169e-13,0.001645667,2,1,0,0,0.0010991670000000001,0,29,0.00012774999999999999,0.0018366669999999999
root-hybrid8,2,data/classic/tsplib/gr24.tsp,1272,1271.9995357693901,3.6496117126599589e-07,0.0027607910000000003,2,1,0,0,0.0018573750000000001,0,122,0.00045187500000000002,0.0032754170000000001
root-hybrid8,2,data/classic/tsplib/gr48.tsp,5055,4958.9994433825923,0.018991208035095491,0.0071835839999999998,2,1,1,0,0.0034245,38,318,0.0062012079999999997,0.013591459
root-hybrid8,2,data/classic/tsplib/gr96.tsp,55595,54569.493520663818,0.018446019953884011,0.020246959000000002,2,1,0,0,0.0072824170000000002,0,370,0.040132624999999998,0.060815666999999997
root-hybrid8,2,data/classic/tsplib/hk48.tsp,11470,11443.03742578926,0.0023507039416512691,0.0047237499999999997,2,1,0,0,0.0022777499999999998,0,162,0.0042312499999999998,0.0091671670000000004
root-hybrid8,2,data/classic/tsplib/kroA100.tsp,21689,20936.495650387562,0.034695207230044635,0.024727082999999997,2,1,0,0,0.0076114579999999998,0,391,0.056966749999999997,0.082066374999999997
root-hybrid8,2,data/classic/tsplib/kroA150.tsp,26816,26296.059282328926,0.019389197407185033,0.082971375999999999,2,1,0,0,0.017555292,0,602,0.24585612500000001,0.32960404199999999
root-hybrid8,2,data/classic/tsplib/kroB100.tsp,22328,21833.996439724335,0.022124845945703388,0.024942333000000004,2,1,1,0,0.0079455830000000009,16,400,0.057308583000000003,0.082600041999999999
root-hybrid8,2,data/classic/tsplib/kroB150.tsp,26482,25732.496018037127,0.028302393397888103,0.095710750000000011,2,1,0,0,0.015192249999999999,0,429,0.17459891599999999,0.271149792
root-hybrid8,2,data/classic/tsplib/kroC100.tsp,20965,20472.496949803051,0.023491678998185005,0.024265292000000001,2,1,0,0,0.0081570830000000007,0,354,0.045421334000000001,0.070050792000000001
root-hybrid8,2,data/classic/tsplib/kroD100.tsp,21811,21141.497531594749,0.03069563378136039,0.026040250000000001,2,1,0,0,0.0099122919999999996,0,388,0.055213999999999999,0.081611875
root-hybrid8,2,data/classic/tsplib/kroE100.tsp,22597,21798.395755460664,0.035341162302046106,0.023026125000000001,2,1,0,0,0.0070734170000000002,0,591,0.082884665999999996,0.106289125
root-hybrid8,2,data/classic/tsplib/lin105.tsp,14523,14370.499389782033,0.010500627295873224,0.026834084000000001,2,1,0,0,0.0069251670000000003,0,345,0.052720499999999997,0.079922458000000002
root-hybrid8,2,data/classic/tsplib/pr107.tsp,44303,39439.603513482449,0.10977578237405032,0.022852500000000001,2,1,0,0,0.0081284170000000006,0,524,0.096013125000000005,0.119245333
root-hybrid8,2,data/classic/tsplib/pr124.tsp,59159,58067.492748859826,0.018450400634564039,0.029226665999999998,2,1,0,0,0.0085143330000000007,0,370,0.080084249999999996,0.109793583
root-hybrid8,2,data/classic/tsplib/pr136.tsp,100656,95327.533190416478,0.05293739875996982,0.052979916000000002,2,1,0,0,0.012289041000000001,0,592,0.19270725,0.24634070899999999
root-hybrid8,2,data/classic/tsplib/pr144.tsp,58537,58050.966881097163,0.0083030069682907669,0.038322916999999998,2,1,0,0,0.012148374999999999,0,288,0.100127375,0.139147084
root-hybrid8,2,data/classic/tsplib/pr152.tsp,74442,68056.891923902702,0.085772924909289089,0.055646458000000003,2,1,0,0,0.0096153750000000007,0,621,0.25089658300000001,0.30732337500000001
root-hybrid8,2,data/classic/tsplib/pr76.tsp,109067,105119.98570260686,0.036188895792431591,0.014854249999999999,2,1,0,0,0.0072204169999999998,0,342,0.022271875,0.037385750000000002
root-hybrid8,2,data/classic/national/qa194.tsp,9679,9265.2477858561051,0.042747413384016414,0.210323542,2,1,1,0,0.023586084,16,617,0.42231966599999998,0.633923291
root-hybrid8,2,data/classic/tsplib/rat195.tsp,2354,2293.7609553055195,0.025590078459847291,0.10650949899999999,2,1,1,0,0.012641583,2,645,0.434618791,0.54235291699999999
root-hybrid8,2,data/classic/tsplib/rat99.tsp,1217,1205.9998415063767,0.009038749789337143,0.014286251,2,1,1,0,0.0036323340000000001,7,495,0.055733875000000002,0.070397333000000006
root-hybrid8,2,data/classic/tsplib/rd100.tsp,8069,7899.1874798286681,0.021045051452637492,0.02667075,2,1,0,0,0.0077467500000000002,0,523,0.077174167000000002,0.104223917
